Ort;Plz;Bundesland
Bad Kleinen;23996;Mecklenburg-Vorpommern
Bad Klosterlausnitz;7639;Thüringen
Bad Kohlgrub;82433;Bayern
Bad König;64732;Hessen
Bad Königshofen;97631;Bayern
Bad Kösen;6628;Sachsen-Anhalt
Bad Köstritz;7586;Thüringen
Bad Kreuznach;55543;Rheinland-Pfalz
Bad Kreuznach;55545;Rheinland-Pfalz
Bad Krozingen;79189;Baden-Württemberg
Bad Laasphe;57334;Nordrhein-Westfalen
Bad Laer;49196;Niedersachsen
Bad Langensalza;99947;Thüringen
Bad Lauchstädt;6246;Sachsen-Anhalt
Bad Lausick;4651;Sachsen
Bad Lauterberg;37431;Niedersachsen
Bad Liebenstein;36448;Thüringen
Bad Liebenwerda;4924;Brandenburg
Bad Liebenzell;75378;Baden-Württemberg
Bad Lippspringe;33175;Nordrhein-Westfalen
Bad Marienberg;56470;Rheinland-Pfalz
Bad Mergentheim;97980;Baden-Württemberg
Bad Münder;31848;Niedersachsen
Bad Münster-Ebernburg;55583;Rheinland-Pfalz
Bad Münstereifel;53902;Nordrhein-Westfalen
Bad Muskau;2953;Sachsen
Bad Nauheim;61231;Hessen
Bad Nenndorf;31542;Niedersachsen
Bad Neuenahr-Ahrweiler;53474;Rheinland-Pfalz
Bad Neustadt;97616;Bayern
Bad Oeynhausen;32545;Nordrhein-Westfalen
Bad Oeynhausen;32547;Nordrhein-Westfalen
Bad Oeynhausen;32549;Nordrhein-Westfalen
Bad Oldesloe;23843;Schlewig-Holstein
Bad Orb;63619;Hessen
Bad Peterstal-Griesbach;77740;Baden-Württemberg
Bad Pyrmont;31812;Niedersachsen
Bad Rappenau;74906;Baden-Württemberg
Bad Reichenhall;83435;Bayern
Bad Rippoldsau-Schapbach;77776;Baden-Württemberg
Bad Rodach;96476;Bayern
Bad Rothenfelde;49214;Niedersachsen
Bad Saarow-Pieskow;15526;Brandenburg
Bad Sachsa;37441;Niedersachsen
Bad Säckingen;79713;Baden-Württemberg
Bad Salzdetfurth;31162;Niedersachsen
Bad Salzschlirf;36364;Hessen
Bad Salzuflen;32105;Nordrhein-Westfalen
Bad Salzuflen;32107;Nordrhein-Westfalen
Bad Salzuflen;32108;Nordrhein-Westfalen
Bad Salzungen;36433;Thüringen
Bad Sassendorf;59505;Nordrhein-Westfalen
Bad Saulgau;88348;Baden-Württemberg
Bad Schandau;1814;Sachsen
Bad Schmiedeberg;6905;Sachsen-Anhalt
Bad Schönborn;76669;Baden-Württemberg
Bad Schussenried;88427;Baden-Württemberg
Bad Schwalbach;65307;Hessen
Bad Schwartau;23611;Schlewig-Holstein
Bad Segeberg;23795;Schlewig-Holstein
Bad Sobernheim;55566;Rheinland-Pfalz
Bad Soden;65812;Hessen
Bad Soden-Salmünster;63628;Hessen
Bad Sooden-Allendorf;37242;Hessen
Bad Staffelstein;96231;Bayern
Bad Steben;95138;Bayern
Bad Suderode;6507;Sachsen-Anhalt
Bad Sulza;99518;Thüringen
Bad Sülze;18334;Mecklenburg-Vorpommern
Bad Teinach-Zavelstein;75385;Baden-Württemberg
Bad Tennstedt;99955;Thüringen
Bad Tölz;83646;Bayern
Bad Überkingen;73337;Baden-Württemberg
Bad Urach;72574;Baden-Württemberg
Bad Vilbel;61118;Hessen
Bad Waldsee;88339;Baden-Württemberg
Bad Wiessee;83707;Bayern
Bad Wildbad;75323;Baden-Württemberg
Bad Wildungen;34537;Hessen
Bad Wilsnack;19336;Brandenburg
Bad Wimpfen;74206;Baden-Württemberg
Bad Windsheim;91438;Bayern
Bad Wörishofen;86825;Bayern
Bad Wünnenberg;33181;Nordrhein-Westfalen
Bad Wurzach;88410;Baden-Württemberg
Bad Zwesten;34596;Hessen
Bad Zwischenahn;26160;Niedersachsen
Badbergen;49635;Niedersachsen
Baddeckenstedt;38271;Niedersachsen
Badeborn;6493;Sachsen-Anhalt
Badekow;19258;Mecklenburg-Vorpommern
Badel;39624;Sachsen-Anhalt
Badem;54657;Rheinland-Pfalz
Baden-Baden;76530;Baden-Württemberg
Baden-Baden;76532;Baden-Württemberg
Baden-Baden;76534;Baden-Württemberg
Badendorf;23619;Schlewig-Holstein
Badenhard;56291;Rheinland-Pfalz
Badenhausen;37534;Niedersachsen
Badenheim;55576;Rheinland-Pfalz
Badenmühle;18209;Mecklenburg-Vorpommern
Badenweiler;79410;Baden-Württemberg
Badersleben;38836;Sachsen-Anhalt
Badingen;16775;Brandenburg
Badingen;39579;Sachsen-Anhalt
Badisch Schöllenbach;64754;Baden-Württemberg
Badow;19209;Mecklenburg-Vorpommern
Badra;99706;Thüringen
Baek;19348;Brandenburg
Baesweiler;52499;Nordrhein-Westfalen
Bagemühl;17326;Brandenburg
Bagenz;3130;Brandenburg
Bagow;14778;Brandenburg
Bahlenhüschen;19089;Mecklenburg-Vorpommern
Bahlingen;79353;Baden-Württemberg
Bahnhof Zimmernsupra-Töttelstädt;99100;Thüringen
Bahnhof Zimmernsupra-Töttelstädt;99100;Thüringen
Bahnitz;14715;Brandenburg
Bahnsdorf;1983;Brandenburg
Bahnsdorf;4895;Brandenburg
Bahnstock;88441;Baden-Württemberg
Bahratal;1816;Sachsen
Bahrdorf;38459;Niedersachsen
Bahren;3249;Brandenburg
Bahrenborstel;27245;Niedersachsen
Bahrendorf;39171;Sachsen-Anhalt
Bahrenfleth;25569;Schlewig-Holstein
Bahrenhof;23845;Schlewig-Holstein
Bahrenhorst;18211;Mecklenburg-Vorpommern
Bahretal;1819;Sachsen
Bahro;15898;Brandenburg
Baienfurt;88255;Baden-Württemberg
Baierbach;84171;Bayern
Baierbrunn;82065;Bayern
Baierhof;73079;Baden-Württemberg
Baiern;85625;Bayern
Baiersbronn;72270;Baden-Württemberg
Baiersdorf;91083;Bayern
Baindt;88255;Baden-Württemberg
Baisweil;87650;Bayern
Baitz;14806;Brandenburg
Bäk;23909;Schlewig-Holstein
Bakum;49456;Niedersachsen
Bälau;23881;Schlewig-Holstein
Balderschwang;87538;Bayern
Baldham;85598;Bayern
Baldringen;54314;Rheinland-Pfalz
Balduinstein;65558;Rheinland-Pfalz
Balesfeld;54597;Rheinland-Pfalz
Balge;31609;Niedersachsen
Balgheim;78582;Baden-Württemberg
Balgstädt;6632;Sachsen-Anhalt
Balingen;72336;Baden-Württemberg
Balje;21730;Niedersachsen
Balkenkoppel;18320;Mecklenburg-Vorpommern
Ballendorf;89177;Baden-Württemberg
Ballenstedt;6493;Sachsen-Anhalt
Ballerstedt;39606;Sachsen-Anhalt
Ballhausen;99955;Thüringen
Ballrechten-Dottingen;79282;Baden-Württemberg
Ballstädt;99869;Thüringen
Ballstedt;99439;Thüringen
Balow;19300;Mecklenburg-Vorpommern
Bälow;19322;Brandenburg
Baltmannsweiler;73666;Baden-Württemberg
Baltrum;26579;Niedersachsen
Balve;58802;Nordrhein-Westfalen
Balzhausen;86483;Bayern
Balzheim;88481;Baden-Württemberg
Bamberg;96047;Bayern
Bamberg;96049;Bayern
Bamberg;96050;Bayern
Bamberg;96052;Bayern
Bamme;14715;Brandenburg
Bammental;69245;Baden-Württemberg
Bandau;38486;Sachsen-Anhalt
Bandekow;19249;Mecklenburg-Vorpommern
Bandekow;19273;Mecklenburg-Vorpommern
Bandelin;17506;Mecklenburg-Vorpommern
Bandenitz;19230;Mecklenburg-Vorpommern
Bandow;18258;Mecklenburg-Vorpommern
Bann;66851;Rheinland-Pfalz
Bannberscheid;56424;Rheinland-Pfalz
Bannesdorf;23769;Schlewig-Holstein
Bannewitz;1728;Sachsen
Banteln;31029;Niedersachsen
Bantikow;16868;Brandenburg
Bantin;19246;Mecklenburg-Vorpommern
Banzendorf;16835;Brandenburg
Banzenhof;54619;Rheinland-Pfalz
Banzin;19260;Mecklenburg-Vorpommern
Banzkow;19079;Mecklenburg-Vorpommern
Barbelroth;76889;Rheinland-Pfalz
Barbing;93092;Bayern
Barby;39249;Sachsen-Anhalt
Barchfeld;36456;Thüringen
Bardenitz;14913;Brandenburg
Bardowick;21357;Niedersachsen
Bärenbach;55483;Rheinland-Pfalz
Bärenbach;55758;Rheinland-Pfalz
Bärenbach;73655;Baden-Württemberg
Bärenbrunnerhof;66996;Rheinland-Pfalz
Bärenbrunnermühle;66996;Rheinland-Pfalz
Barenburg;27245;Niedersachsen
Barendorf;21397;Niedersachsen
Barendorf;23936;Mecklenburg-Vorpommern
Bärenhof;73529;Baden-Württemberg
Bärenklau;3172;Brandenburg
Bärenklau;16727;Brandenburg
Bärenstein;1768;Sachsen
Bärenstein;9471;Sachsen
Bärenthal;78580;Baden-Württemberg
Barenthin;16866;Brandenburg
Bargenstedt;25704;Schlewig-Holstein
Bargfeld-Stegen;23863;Schlewig-Holstein
Bargholz;25563;Schlewig-Holstein
Bargischow;17398;Mecklenburg-Vorpommern
Bargstall;24806;Schlewig-Holstein
Bargstedt;21698;Niedersachsen
Bargstedt;24793;Schlewig-Holstein
Bargteheide;22941;Schlewig-Holstein
Bargum;25842;Schlewig-Holstein
Bark;23826;Schlewig-Holstein
Barkelsby;24360;Schlewig-Holstein
Barkenholm;25791;Schlewig-Holstein
Barkhorn;24863;Schlewig-Holstein
Barkow;19395;Mecklenburg-Vorpommern
Barleben;39179;Sachsen-Anhalt
Barlt;25719;Schlewig-Holstein
Barmissen;24245;Schlewig-Holstein
Barmstedt;25355;Schlewig-Holstein
Bärnau;95671;Bayern
Barneberg;39393;Sachsen-Anhalt
Barnekow;23968;Mecklenburg-Vorpommern
Barnewitz;14715;Brandenburg
Barnin;19089;Mecklenburg-Vorpommern
Barnitz;23858;Schlewig-Holstein
Bärnsdorf;1471;Sachsen
Barnstädt;6268;Sachsen-Anhalt
Barnstedt;21406;Niedersachsen
Barnstorf;49406;Niedersachsen
Barntrup;32683;Nordrhein-Westfalen
Barsbek;24217;Schlewig-Holstein
Barsbüttel;22885;Schlewig-Holstein
Barsdorf;16775;Brandenburg
Barsikow;16845;Brandenburg
Barsinghausen;30890;Niedersachsen
Barßel;26676;Niedersachsen
Bartelshagen II;18314;Mecklenburg-Vorpommern
Bartenshagen;18209;Mecklenburg-Vorpommern
Bartensleben;39343;Sachsen-Anhalt
Barth;18356;Mecklenburg-Vorpommern
Bartholomä;73566;Baden-Württemberg
Bartow;17089;Mecklenburg-Vorpommern
Barum;21357;Niedersachsen
Barum;29576;Niedersachsen
Baruth;15837;Brandenburg
Barver;49453;Niedersachsen
Bärwalde;14913;Brandenburg
Barwedel;38476;Niedersachsen
Barweiler;53534;Rheinland-Pfalz
Bärweiler;55606;Rheinland-Pfalz
Barzig;1994;Brandenburg
Basberg;54578;Rheinland-Pfalz
Basdahl;27432;Niedersachsen
Basdorf;16352;Brandenburg
Basdorf;16818;Brandenburg
Basedow;17139;Mecklenburg-Vorpommern
Basedow;21483;Schlewig-Holstein
Bassenheim;56220;Rheinland-Pfalz
Bassum;27211;Niedersachsen
Bastheim;97654;Bayern
Basthorst;21493;Schlewig-Holstein
Bastorf;18230;Mecklenburg-Vorpommern
Battaune;4838;Sachsen
Battenberg;35088;Hessen
Battenberg;67271;Rheinland-Pfalz
Battgendorf;99625;Thüringen
Battin;6917;Sachsen-Anhalt
Battinsthal;17328;Mecklenburg-Vorpommern
Battweiler;66484;Rheinland-Pfalz
Batzlow;15377;Brandenburg
Bauda;1561;Sachsen
Baudenbach;91460;Bayern
Bauerbach;98617;Thüringen
Bauerkuhl;19372;Mecklenburg-Vorpommern
Bauler;53534;Rheinland-Pfalz
Bauler;54673;Rheinland-Pfalz
Baumersroda;6632;Sachsen-Anhalt
Baumgarten;16775;Brandenburg
Baumgarten;18246;Mecklenburg-Vorpommern
Baumholder;55774;Rheinland-Pfalz
Baunach;96148;Bayern
Baunatal;34225;Hessen
Bausendorf;54538;Rheinland-Pfalz
Baustert;54636;Rheinland-Pfalz
Bautzen;2625;Sachsen
Bawinkel;49844;Niedersachsen
Bayerbach;84092;Bayern
Bayerbach;94137;Bayern
Bayerfeld-Steckweiler;67808;Rheinland-Pfalz
Bayerisch Eisenstein;94252;Bayern
Bayerisch Gmain;83457;Bayern
Bayreuth;95444;Bayern
Bayreuth;95445;Bayern
Bayreuth;95447;Bayern
Bayreuth;95448;Bayern
Bayrischzell;83735;Bayern
Bebendorf;37308;Thüringen
Bebensee;23816;Schlewig-Holstein
Beberstedt;99976;Thüringen
Bebertal;39343;Sachsen-Anhalt
Beblinstetten;87770;Bayern
Bebra;36179;Hessen
Becheln;56132;Rheinland-Pfalz
Bechelsdorf;23923;Mecklenburg-Vorpommern
Bechenheim;55234;Rheinland-Pfalz
Becherbach;55608;Rheinland-Pfalz
Becherbach;67827;Rheinland-Pfalz
Bechhofen;66894;Rheinland-Pfalz
Bechhofen;91572;Bayern
Bechstedt;7426;Thüringen
Bechstedtstraß;99428;Thüringen
Bechtheim;67595;Rheinland-Pfalz
Bechtolsheim;55234;Rheinland-Pfalz
Bechtsrieth;92699;Bayern
Beckdorf;21643;Niedersachsen
Beckedorf;31699;Niedersachsen
Beckedorfer Schacht;31698;Niedersachsen
Beckeln;27243;Niedersachsen
Beckendorf;39393;Sachsen-Anhalt
Beckenhof;66955;Rheinland-Pfalz
Beckenkrug;17194;Mecklenburg-Vorpommern
Beckentin;19300;Mecklenburg-Vorpommern
Beckingen;66701;Saarland
Beckum;59269;Nordrhein-Westfalen
Bedburg;50181;Nordrhein-Westfalen
Bedburg-Hau;47551;Nordrhein-Westfalen
Bedesbach;66885;Rheinland-Pfalz
Beedenbostel;29355;Niedersachsen
Beelen;48361;Nordrhein-Westfalen
Beelitz;14547;Brandenburg
Beelitz;39596;Sachsen-Anhalt
Beendorf;39343;Sachsen-Anhalt
Beenz;17258;Brandenburg
Beerbaum;16259;Brandenburg
Beerfelde;15518;Brandenburg
Beerfelden;64743;Hessen
Beesdau;15926;Brandenburg
Beesenlaublingen;6425;Sachsen-Anhalt
Beesenstedt;6198;Sachsen-Anhalt
Beeskow;15848;Brandenburg
Beesten;49832;Niedersachsen
Beestland;17111;Mecklenburg-Vorpommern
Beetz;16766;Brandenburg
Beetzendorf;38489;Sachsen-Anhalt
Beggerow;17111;Mecklenburg-Vorpommern
Behlendorf;23919;Schlewig-Holstein
Behlow;15868;Brandenburg
Behnkendorf;18510;Mecklenburg-Vorpommern
Behnsdorf;39356;Sachsen-Anhalt
Behrendorf;25850;Schlewig-Holstein
Behrendorf;39606;Sachsen-Anhalt
Behrenhoff;17498;Mecklenburg-Vorpommern
Behren-Lübchin;17179;Mecklenburg-Vorpommern
Behrensdorf;15864;Brandenburg
Behrensdorf;24321;Schlewig-Holstein
Behringen;99326;Thüringen
Behringen;99947;Thüringen
Behringer Schenke;99326;Thüringen
Behrungen;98631;Thüringen
Bei den Tongruben;63543;Hessen
Beicha;4720;Sachsen
Beichlingen;99625;Thüringen
Beidendorf;23996;Mecklenburg-Vorpommern
Beidenfleth;25573;Schlewig-Holstein
Beierfeld;8340;Sachsen
Beiersdorf;2736;Sachsen
Beiersdorf;4924;Brandenburg
Beiersdorf;16259;Brandenburg
Beierstedt;38382;Niedersachsen
Beilingen;54662;Rheinland-Pfalz
Beilngries;92339;Bayern
Beilrode;4886;Sachsen
Beilstein;56814;Rheinland-Pfalz
Beilstein;71717;Baden-Württemberg
Beimerstetten;89179;Baden-Württemberg
Beindersheim;67259;Rheinland-Pfalz
Beinerstadt;98660;Thüringen
Beinhausen;54552;Rheinland-Pfalz
Bekdorf;25554;Schlewig-Holstein
Bekmünde;25524;Schlewig-Holstein
Bekond;54340;Rheinland-Pfalz
Belau;24601;Schlewig-Holstein
Beldorf;25557;Schlewig-Holstein
Belg;56858;Rheinland-Pfalz
Belgern;4874;Sachsen
Belgershain;4683;Sachsen
Belgweiler;55469;Rheinland-Pfalz
Bell;56288;Rheinland-Pfalz
Bell;56745;Rheinland-Pfalz
Belleben;6425;Sachsen-Anhalt
Bellenberg;89287;Bayern
Bellers;36208;Hessen
Bellevue;74357;Baden-Württemberg
Bellheim;76756;Rheinland-Pfalz
Bellin;18292;Mecklenburg-Vorpommern
Belling;17309;Mecklenburg-Vorpommern
Bellingen;39579;Sachsen-Anhalt
Bellingen;56459;Rheinland-Pfalz
Bellstedt;99713;Thüringen
Belm;49191;Niedersachsen
Below;17209;Mecklenburg-Vorpommern
Belrieth;98617;Thüringen
Belsch;19230;Mecklenburg-Vorpommern
Belsdorf;39356;Sachsen-Anhalt
Beltheim;56290;Rheinland-Pfalz
Belum;21785;Niedersachsen
Belzhof;73494;Baden-Württemberg
Belzig;14806;Brandenburg
Bembermühle;56203;Rheinland-Pfalz
Bembsmühle;56170;Rheinland-Pfalz
Bembsmühle;56170;Rheinland-Pfalz
Bempflingen;72658;Baden-Württemberg
Benckendorf;23942;Mecklenburg-Vorpommern
Bendeleben;99706;Thüringen
Bendelin;19339;Brandenburg
Bendestorf;21227;Niedersachsen
Bendfeld;24217;Schlewig-Holstein
Bendhof;19205;Mecklenburg-Vorpommern
Bendorf;25557;Schlewig-Holstein
Bendorf;56170;Rheinland-Pfalz
Benediktbeuern;83671;Bayern
Bengel;54538;Rheinland-Pfalz
Benitz;18258;Mecklenburg-Vorpommern
Benjental;67435;Rheinland-Pfalz
Benken;14806;Brandenburg
Benkendorf;29416;Sachsen-Anhalt
Benkendorf b Salzmünde;6179;Sachsen-Anhalt
Benndorf;6308;Sachsen-Anhalt
Benneckenstein;38877;Sachsen-Anhalt
Bennewitz;4828;Sachsen
Bennhausen;67808;Rheinland-Pfalz
Bennin;19260;Mecklenburg-Vorpommern
Benningen;71726;Baden-Württemberg
Benningen;87734;Bayern
Bennstedt;6179;Sachsen-Anhalt
Bennungen;6536;Sachsen-Anhalt
Benratherhof;54314;Rheinland-Pfalz
Bensdorf;14789;Brandenburg
Benshausen;98554;Thüringen
Bensheim;64625;Hessen
Bentwisch;18182;Mecklenburg-Vorpommern
Bentwisch;19322;Brandenburg
Bentzin;17129;Mecklenburg-Vorpommern
Benz;17429;Mecklenburg-Vorpommern
Benz;19249;Mecklenburg-Vorpommern
Benz;23970;Mecklenburg-Vorpommern
Benzin;19217;Mecklenburg-Vorpommern
Benzweiler;55494;Rheinland-Pfalz
Beratzhausen;93176;Bayern
Berbisdorf;1471;Sachsen
Berching;92334;Bayern
Berchtesgaden;83471;Bayern
Bereborn;56769;Rheinland-Pfalz
Berenbach;56766;Rheinland-Pfalz
Berenbrock;39638;Sachsen-Anhalt
Berendshagen;18239;Mecklenburg-Vorpommern
Berg;53505;Rheinland-Pfalz
Berg;56357;Rheinland-Pfalz
Berg;76768;Rheinland-Pfalz
Berg;82335;Bayern
Berg;83362;Bayern
Berg;83546;Bayern
Berg;88276;Baden-Württemberg
Berg;92348;Bayern
Berg;95180;Bayern
Berg im Gau;86562;Bayern
Berga;6536;Sachsen-Anhalt
Berga;7980;Thüringen
Bergatreute;88368;Baden-Württemberg
Berge;14641;Brandenburg
Berge;19348;Brandenburg
Berge;39638;Sachsen-Anhalt
Berge;49626;Niedersachsen
Bergen;3246;Brandenburg
Bergen;8239;Sachsen
Bergen;18528;Mecklenburg-Vorpommern
Bergen;29303;Niedersachsen
Bergen;29468;Niedersachsen
Bergen;55608;Rheinland-Pfalz
Bergen;83346;Bayern
Bergen;91790;Bayern
Bergenhausen;55469;Rheinland-Pfalz
Bergenhusen;24861;Schlewig-Holstein
Bergerdamm;14641;Brandenburg
Bergerhof;56379;Rheinland-Pfalz
Bergewöhrden;25779;Schlewig-Holstein
Bergfeld;38467;Niedersachsen
Bergfelde;16562;Brandenburg
Berghaupten;77791;Baden-Württemberg
Berghausen;56368;Rheinland-Pfalz
Bergheim;50126;Nordrhein-Westfalen
Bergheim;50127;Nordrhein-Westfalen
Bergheim;50129;Nordrhein-Westfalen
Bergheim;86673;Bayern
Berghof;73249;Baden-Württemberg
Bergholz;14806;Brandenburg
Bergholz;17321;Mecklenburg-Vorpommern
Bergholz-Rehbrücke;14558;Brandenburg
Berghülen;89180;Baden-Württemberg
Bergisch Gladbach;51427;Nordrhein-Westfalen
Bergisch Gladbach;51429;Nordrhein-Westfalen
Bergisch Gladbach;51465;Nordrhein-Westfalen
Bergisch Gladbach;51467;Nordrhein-Westfalen
Bergisch Gladbach;51469;Nordrhein-Westfalen
Bergisdorf;6712;Sachsen-Anhalt
Bergkamen;59192;Nordrhein-Westfalen
Bergkirchen;85232;Bayern
Berglage;49459;Niedersachsen
Berglangenbach;55776;Rheinland-Pfalz
Berglen;73663;Baden-Württemberg
Berglern;85459;Bayern
Berglicht;54426;Rheinland-Pfalz
Bergmühle;67823;Rheinland-Pfalz
Bergneustadt;51702;Nordrhein-Westfalen
Bergrade Dorf;19374;Mecklenburg-Vorpommern
Bergrheinfeld;97493;Bayern
Bergschäferei;15377;Brandenburg
Bergsdorf;16775;Brandenburg
Bergtheim;97241;Bayern
Bergweiler;54518;Rheinland-Pfalz
Bergwitz;6773;Sachsen-Anhalt
Bergzow;39307;Sachsen-Anhalt
Beringstedt;25575;Schlewig-Holstein
Berka;99837;Thüringen
Berka v d Hainich;99826;Thüringen
Berkach;98631;Thüringen
Berkatal;37297;Hessen
Berkau;39624;Sachsen-Anhalt
Berkenbrück;15518;Brandenburg
Berkenthin;23919;Schlewig-Holstein
Berkheim;88450;Baden-Württemberg
Berkholz-Meyenburg;16306;Brandenburg
Berkoth;54673;Rheinland-Pfalz
Berlin;10115;Berlin
Berlin;10117;Berlin
Berlin;10119;Berlin
Berlin;10178;Berlin
Berlin;10179;Berlin
Berlin;10243;Berlin
Berlin;10245;Berlin
Berlin;10247;Berlin
Berlin;10249;Berlin
Berlin;10315;Berlin
Berlin;10317;Berlin
Berlin;10318;Berlin
Berlin;10319;Berlin
Berlin;10365;Berlin
Berlin;10367;Berlin
Berlin;10369;Berlin
Berlin;10405;Berlin
Berlin;10407;Berlin
Berlin;10409;Berlin
Berlin;10435;Berlin
Berlin;10437;Berlin
Berlin;10439;Berlin
Berlin;10551;Berlin
Berlin;10553;Berlin
Berlin;10555;Berlin
Berlin;10557;Berlin
Berlin;10559;Berlin
Berlin;10585;Berlin
Berlin;10587;Berlin
Berlin;10589;Berlin
Berlin;10623;Berlin
Berlin;10625;Berlin
Berlin;10627;Berlin
Berlin;10629;Berlin
Berlin;10707;Berlin
Berlin;10709;Berlin
Berlin;10711;Berlin
Berlin;10713;Berlin
Berlin;10715;Berlin
Berlin;10717;Berlin
Berlin;10719;Berlin
Berlin;10777;Berlin
Berlin;10779;Berlin
Berlin;10781;Berlin
Berlin;10783;Berlin
Berlin;10785;Berlin
Berlin;10787;Berlin
Berlin;10789;Berlin
Berlin;10823;Berlin
Berlin;10825;Berlin
Berlin;10827;Berlin
Berlin;10829;Berlin
Berlin;10961;Berlin
Berlin;10963;Berlin
Berlin;10965;Berlin
Berlin;10967;Berlin
Berlin;10969;Berlin
Berlin;10997;Berlin
Berlin;10999;Berlin
Berlin;12043;Berlin
Berlin;12045;Berlin
Berlin;12047;Berlin
Berlin;12049;Berlin
Berlin;12051;Berlin
Berlin;12053;Berlin
Berlin;12055;Berlin
Berlin;12057;Berlin
Berlin;12059;Berlin
Berlin;12099;Berlin
Berlin;12101;Berlin
Berlin;12103;Berlin
Berlin;12105;Berlin
Berlin;12107;Berlin
Berlin;12109;Berlin
Berlin;12157;Berlin
Berlin;12159;Berlin
Berlin;12161;Berlin
Berlin;12163;Berlin
Berlin;12165;Berlin
Berlin;12167;Berlin
Berlin;12169;Berlin
Berlin;12203;Berlin
Berlin;12205;Berlin
Berlin;12207;Berlin
Berlin;12209;Berlin
Berlin;12247;Berlin
Berlin;12249;Berlin
Berlin;12277;Berlin
Berlin;12279;Berlin
Berlin;12305;Berlin
Berlin;12307;Berlin
Berlin;12309;Berlin
Berlin;12347;Berlin
Berlin;12349;Berlin
Berlin;12351;Berlin
Berlin;12353;Berlin
Berlin;12355;Berlin
Berlin;12357;Berlin
Berlin;12359;Berlin
Berlin;12435;Berlin
Berlin;12437;Berlin
Berlin;12439;Berlin
Berlin;12459;Berlin
Berlin;12487;Berlin
Berlin;12489;Berlin
Berlin;12524;Berlin
Berlin;12526;Berlin
Berlin;12527;Berlin
Berlin;12555;Berlin
Berlin;12557;Berlin
Berlin;12559;Berlin
Berlin;12587;Berlin
Berlin;12589;Berlin
Berlin;12619;Berlin
Berlin;12621;Berlin
Berlin;12623;Berlin
Berlin;12627;Berlin
Berlin;12629;Berlin
Berlin;12679;Berlin
Berlin;12681;Berlin
Berlin;12683;Berlin
Berlin;12685;Berlin
Berlin;12687;Berlin
Berlin;12689;Berlin
Berlin;13051;Berlin
Berlin;13053;Berlin
Berlin;13055;Berlin
Berlin;13057;Berlin
Berlin;13059;Berlin
Berlin;13086;Berlin
Berlin;13088;Berlin
Berlin;13089;Berlin
Berlin;13125;Berlin
Berlin;13127;Berlin
Berlin;13129;Berlin
Berlin;13156;Berlin
Berlin;13158;Berlin
Berlin;13159;Berlin
Berlin;13187;Berlin
Berlin;13189;Berlin
Berlin;13347;Berlin
Berlin;13349;Berlin
Berlin;13351;Berlin
Berlin;13353;Berlin
Berlin;13355;Berlin
Berlin;13357;Berlin
Berlin;13359;Berlin
Berlin;13403;Berlin
Berlin;13405;Berlin
Berlin;13407;Berlin
Berlin;13409;Berlin
Berlin;13435;Berlin
Berlin;13437;Berlin
Berlin;13439;Berlin
Berlin;13465;Berlin
Berlin;13467;Berlin
Berlin;13469;Berlin
Berlin;13503;Berlin
Berlin;13505;Berlin
Berlin;13507;Berlin
Berlin;13509;Berlin
Berlin;13581;Berlin
Berlin;13583;Berlin
Berlin;13585;Berlin
Berlin;13587;Berlin
Berlin;13589;Berlin
Berlin;13591;Berlin
Berlin;13593;Berlin
Berlin;13595;Berlin
Berlin;13597;Berlin
Berlin;13599;Berlin
Berlin;13627;Berlin
Berlin;13629;Berlin
Berlin;14050;Berlin
Berlin;14052;Berlin
Berlin;14053;Berlin
Berlin;14055;Berlin
Berlin;14057;Berlin
Berlin;14059;Berlin
Berlin;14089;Berlin
Berlin;14109;Berlin
Berlin;14129;Berlin
Berlin;14163;Berlin
Berlin;14165;Berlin
Berlin;14167;Berlin
Berlin;14169;Berlin
Berlin;14193;Berlin
Berlin;14195;Berlin
Berlin;14197;Berlin
Berlin;14199;Berlin
Berlinchen;16909;Brandenburg
Berlingen;54570;Rheinland-Pfalz
Berlingerode;37339;Thüringen
Berlstedt;99439;Thüringen
Bermatingen;88697;Baden-Württemberg
Bermbach;36419;Thüringen
Bermbach;98587;Thüringen
Bermel;56729;Rheinland-Pfalz
Bermersheim;55234;Rheinland-Pfalz
Bermersheim;67593;Rheinland-Pfalz
Bernau;16321;Brandenburg
Bernau;79872;Baden-Württemberg
Bernau;83233;Bayern
Bernbeuren;86975;Bayern
Bernburg;6406;Sachsen-Anhalt
Berndorf;54578;Rheinland-Pfalz
Berndroth;56370;Rheinland-Pfalz
Berne;27804;Niedersachsen
Berneck;73312;Baden-Württemberg
Berngau;92361;Bayern
Bernhalden;71560;Baden-Württemberg
Bernhardswald;93170;Bayern
Bernheide;19309;Brandenburg
Bernitt;18249;Mecklenburg-Vorpommern
Bernkastel-Kues;54470;Rheinland-Pfalz
Bernöwe;16515;Brandenburg
Bernried;82347;Bayern
Bernried;94505;Bayern
Bernsbach;8315;Sachsen
Bernsdorf;2994;Sachsen
Bernsdorf;4916;Brandenburg
Bernsdorf;7318;Thüringen
Bernsdorf;9337;Sachsen
Bernsgrün;7952;Thüringen
Bernstadt;2748;Sachsen
Bernstadt;89182;Baden-Württemberg
Bernstorf;19246;Mecklenburg-Vorpommern
Bernstorf;23936;Mecklenburg-Vorpommern
Bernterode;37308;Thüringen
Bernterode;37355;Thüringen
Berod;56414;Rheinland-Pfalz
Berod;57614;Rheinland-Pfalz
Berscheid;54673;Rheinland-Pfalz
